id,is_del,sort,crtd_at,uptd_at,dltd_at,is_active,tree_id,tree_level,tree_left,tree_right,is_leaf,t_path,name,sname,abbr,stcode,initials,pinyin,longitude,latitude,area_code,zip_code,mname,msname,extra,suffix,is_hot,is_r,is_m,is_d,creator,pid
01GSWGT66SN259NQ5DEVENTFDZ,f,1,2023-03-03 15:17:06.927661+08,2023-03-03 15:17:06.927661+08,,t,1,1,1,2,t,,中国,"",,"",zg,Zhongguo,0,0,086,,"","","","",f,t,f,f,"",
01GSWGT66YKJTK652JWVJHYWSE,f,2,2023-03-03 15:17:06.942596+08,2023-03-03 15:17:06.942597+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,北京,北京,,110000,bj,beijing,116.405281,39.904987,010,,北京市,北京,"",市,t,t,f,t,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT671R36DJKZPSHQCMFPB,f,3,2023-03-03 15:17:06.944774+08,2023-03-03 15:17:06.944774+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,天津,天津,,120000,tj,tianjin,117.190186,39.125595,022,,天津市,天津,"",市,t,t,f,t,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT674E68279ME9C0K02MQ,f,4,2023-03-03 15:17:06.946072+08,2023-03-03 15:17:06.946072+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,上海,上海,,310000,sh,shanghai,121.472641,31.231707,021,,上海市,上海,"",市,t,t,f,t,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT677GZN79KGXP4GSVPV7,f,5,2023-03-03 15:17:06.947319+08,2023-03-03 15:17:06.947319+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,重庆,重庆,,500000,zq,zhongqing,106.504959,29.533155,023,,重庆市,重庆,"",市,t,t,f,t,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67CCMJHNCDKYCN66TA2,f,6,2023-03-03 15:17:06.948549+08,2023-03-03 15:17:06.948549+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,河北,河北,,130000,hb,hebei,114.502464,38.045475,,,河北省,河北,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67FVFQCC5ZHXAYP44SV,f,7,2023-03-03 15:17:06.950218+08,2023-03-03 15:17:06.950218+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,山西,山西,,140000,sx,shanxi,112.549248,37.857014,,,山西省,山西,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67HXCW5RCDHVF6X5F4T,f,8,2023-03-03 15:17:06.951452+08,2023-03-03 15:17:06.951455+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,内蒙古,内蒙古,,150000,nmg,neimenggu,111.670799,40.81831,,,内蒙古自治区,内蒙古,"",自治区,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67M7M56RX7PRFHB6EM0,f,9,2023-03-03 15:17:06.952601+08,2023-03-03 15:17:06.952602+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,辽宁,辽宁,,210000,ln,liaoning,123.429092,41.796768,,,辽宁省,辽宁,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67QBVXCCW1SHD0PJDE0,f,10,2023-03-03 15:17:06.954904+08,2023-03-03 15:17:06.954904+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,吉林,吉林,,220000,jl,jilin,125.324501,43.886841,,,吉林省,吉林,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67WA8X6FR66500E3J5S,f,11,2023-03-03 15:17:06.956367+08,2023-03-03 15:17:06.956367+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,黑龙江,黑龙江,,230000,hlj,heilongjiang,126.642464,45.756966,,,黑龙江省,黑龙江,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT67ZGYE6AR36M031QNJC,f,12,2023-03-03 15:17:06.958162+08,2023-03-03 15:17:06.958162+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,江苏,江苏,,320000,js,jiangsu,118.76741,32.041542,,,江苏省,江苏,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT682BZ84HPZPS1R5CDZ8,f,13,2023-03-03 15:17:06.959281+08,2023-03-03 15:17:06.959281+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,浙江,浙江,,330000,zj,zhejiang,120.153572,30.287458,,,浙江省,浙江,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT685ZQRQW0D5V6TNPE7P,f,14,2023-03-03 15:17:06.960391+08,2023-03-03 15:17:06.960392+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,安徽,安徽,,340000,ah,anhui,117.283043,31.861189,,,安徽省,安徽,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT689TR3H222X8HYYQ3VP,f,15,2023-03-03 15:17:06.961509+08,2023-03-03 15:17:06.961509+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,福建,福建,,350000,fj,fujian,119.306236,26.075302,,,福建省,福建,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68DWMWY6ER7YD9PSG5N,f,16,2023-03-03 15:17:06.962617+08,2023-03-03 15:17:06.962618+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,江西,江西,,360000,jx,jiangxi,115.892151,28.676493,,,江西省,江西,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68G2FBVW5435GN8M6G2,f,17,2023-03-03 15:17:06.963692+08,2023-03-03 15:17:06.963692+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,山东,山东,,370000,sd,shandong,117.000923,36.675808,,,山东省,山东,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68JPV9Q1TXJYK5R1PTA,f,18,2023-03-03 15:17:06.964837+08,2023-03-03 15:17:06.964837+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,河南,河南,,410000,hn,henan,113.665413,34.757977,,,河南省,河南,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68NXDQ2VA01VP5CRFFQ,f,19,2023-03-03 15:17:06.96586+08,2023-03-03 15:17:06.96586+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,湖北,湖北,,420000,hb,hubei,114.298569,30.584354,,,湖北省,湖北,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68Q6ZXYAPWCVJ2XXK98,f,20,2023-03-03 15:17:06.966826+08,2023-03-03 15:17:06.966826+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,湖南,湖南,,430000,hn,hunan,112.982277,28.19409,,,湖南省,湖南,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68V8NNC180EZYM4GP72,f,21,2023-03-03 15:17:06.967854+08,2023-03-03 15:17:06.967854+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,广东,广东,,440000,gd,guangdong,113.28064,23.125177,,,广东省,广东,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT68Y2JHVTVGYMAZ3RNN7,f,22,2023-03-03 15:17:06.968829+08,2023-03-03 15:17:06.968829+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,广西,广西,,450000,gx,guangxi,108.320007,22.82402,,,广西自治区,广西,壮族,自治区,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT6912TTQ0R49E8DPJNG1,f,23,2023-03-03 15:17:06.970597+08,2023-03-03 15:17:06.970598+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,海南,海南,,460000,hn,hainan,110.331192,20.031971,0898,,海南省,海南,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT693VJ8T0C8X428S7FE0,f,24,2023-03-03 15:17:06.973331+08,2023-03-03 15:17:06.973331+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,四川,四川,,510000,sc,sichuan,104.065735,30.659462,,,四川省,四川,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT695G7PT2PP30RHQ44E8,f,25,2023-03-03 15:17:06.974533+08,2023-03-03 15:17:06.974533+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,贵州,贵州,,520000,gz,guizhou,106.713478,26.578342,,,贵州省,贵州,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT698318VRQTNCBT55H5F,f,26,2023-03-03 15:17:06.97561+08,2023-03-03 15:17:06.97561+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,云南,云南,,530000,yn,yunnan,102.71225,25.040609,,,云南省,云南,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69DAT6QKV9ZG9GA5EAR,f,27,2023-03-03 15:17:06.976781+08,2023-03-03 15:17:06.976781+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,西藏,西藏,,540000,xz,xizang,91.13221,29.66036,,,西藏自治区,西藏,"",自治区,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69GGG1CBRV389A0QTK7,f,28,2023-03-03 15:17:06.980081+08,2023-03-03 15:17:06.980081+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,陕西,陕西,,610000,sx,shanxi,108.948021,34.263161,,,陕西省,陕西,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69K5TCRT7CA426EGSS2,f,29,2023-03-03 15:17:06.981401+08,2023-03-03 15:17:06.981401+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,甘肃,甘肃,,620000,gs,gansu,103.823555,36.058037,,,甘肃省,甘肃,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69NXCK7KY1QZ6YBWBKR,f,30,2023-03-03 15:17:06.983098+08,2023-03-03 15:17:06.983098+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,青海,青海,,630000,qh,qinghai,101.778915,36.623177,,,青海省,青海,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69R89608GM466M2GF1F,f,31,2023-03-03 15:17:06.984386+08,2023-03-03 15:17:06.984387+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,宁夏,宁夏,,640000,nx,ningxia,106.278175,38.46637,,,宁夏自治区,宁夏,回族,自治区,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69WS7M5Q9Z6DQ5CYGGR,f,32,2023-03-03 15:17:06.985516+08,2023-03-03 15:17:06.985516+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,新疆,新疆,,650000,xj,xinjiang,87.617737,43.792816,,,新疆自治区,新疆,维吾尔,自治区,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT69Z82CG40J20TTPF22X,f,33,2023-03-03 15:17:06.987705+08,2023-03-03 15:17:06.987721+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,台湾,台湾,,710000,tw,taiwan,121.509062,25.044332,0886,,台湾省,台湾,"",省,f,t,f,f,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT6A2JX95XS5EJFCC2Z8D,f,34,2023-03-03 15:17:06.989119+08,2023-03-03 15:17:06.989119+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,香港,香港,,810000,xg,xianggang,114.173355,22.320048,0852,,香港特别行政区,香港,"",特别行政区,f,t,f,t,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT6A5JKS795CJ9EZT3ANB,f,35,2023-03-03 15:17:06.990905+08,2023-03-03 15:17:06.990905+08,,t,1,2,2,3,t,01GSWGT66SN259NQ5DEVENTFDZ,澳门,澳门,,820000,am,aomen,113.54909,22.198951,0853,,澳门特别行政区,澳门,"",特别行政区,f,t,f,t,"",01GSWGT66SN259NQ5DEVENTFDZ
01GSWGT6A7RZ1D7ZHSC24FS167,f,37,2023-03-03 15:17:06.992145+08,2023-03-03 15:17:06.992145+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,东城区,东城,,110101,dc,dongcheng,116.418755,39.917545,,100000,"北京市,东城区","北京,东城","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6A9A2PTG1E4REX1HB5M,f,38,2023-03-03 15:17:06.994126+08,2023-03-03 15:17:06.994126+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,西城区,西城,,110102,xc,xicheng,116.366791,39.91531,,100000,"北京市,西城区","北京,西城","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6AEVFMRHKWDR3J33TA9,f,39,2023-03-03 15:17:06.995268+08,2023-03-03 15:17:06.995268+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,崇文区,崇文,,110103,cw,chongwen,0,0,,,"北京市,崇文区","北京,崇文","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6AHS1Z3BMRKG6PHBW4K,f,40,2023-03-03 15:17:06.996327+08,2023-03-03 15:17:06.996327+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,宣武区,宣武,,110104,xw,xuanwu,0,0,,,"北京市,宣武区","北京,宣武","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6AK3ZP3WDGTPEE9D52N,f,41,2023-03-03 15:17:06.997518+08,2023-03-03 15:17:06.997518+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,朝阳区,朝阳,,110105,cy,chaoyang,116.486412,39.92149,,100000,"北京市,朝阳区","北京,朝阳","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6APE8AYR1Z4HQPP3RBA,f,42,2023-03-03 15:17:06.998692+08,2023-03-03 15:17:06.998692+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,丰台区,丰台,,110106,ft,fengtai,116.286964,39.863644,,100000,"北京市,丰台区","北京,丰台","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6ARWCBZPJ2J0Q3XXEAR,f,43,2023-03-03 15:17:06.99976+08,2023-03-03 15:17:06.99976+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,石景山区,石景山,,110107,sjs,shijingshan,116.195442,39.9146,,100000,"北京市,石景山区","北京,石景山","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6ATMHHSDJGDZ5M1KMK2,f,44,2023-03-03 15:17:07.000828+08,2023-03-03 15:17:07.000829+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,海淀区,海淀,,110108,hd,haidian,116.310318,39.956074,,100000,"北京市,海淀区","北京,海淀","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6AZH5V617G2EER9JFMF,f,45,2023-03-03 15:17:07.00201+08,2023-03-03 15:17:07.00201+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,门头沟区,门头沟,,110109,mtg,mentougou,116.105377,39.937183,,102300,"北京市,门头沟区","北京,门头沟","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6B234EJ8VCW48RGMC16,f,46,2023-03-03 15:17:07.003736+08,2023-03-03 15:17:07.003737+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,房山区,房山,,110111,fs,fangshan,116.13916,39.735535,,102400,"北京市,房山区","北京,房山","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6B4N2R5BEAQNJQDK0ZZ,f,47,2023-03-03 15:17:07.00572+08,2023-03-03 15:17:07.00572+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,通州区,通州,,110112,tz,tongzhou,116.6586,39.902485,,101100,"北京市,通州区","北京,通州","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6B723W95ZACZ85S5NAB,f,48,2023-03-03 15:17:07.007074+08,2023-03-03 15:17:07.007074+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,顺义区,顺义,,110113,sy,shunyi,116.653526,40.128937,,101300,"北京市,顺义区","北京,顺义","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6BADG18QXP2WR847P4H,f,49,2023-03-03 15:17:07.008393+08,2023-03-03 15:17:07.008393+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,昌平区,昌平,,110114,cp,changping,116.235909,40.218086,,102200,"北京市,昌平区","北京,昌平","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6BD36GPZNYY98FE9WSV,f,50,2023-03-03 15:17:07.009577+08,2023-03-03 15:17:07.009578+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,大兴区,大兴,,110115,dx,daxing,116.338036,39.728909,,102600,"北京市,大兴区","北京,大兴","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6BGEXJ3FG57KS68JSN4,f,51,2023-03-03 15:17:07.010638+08,2023-03-03 15:17:07.010638+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,怀柔区,怀柔,,110116,hr,huairou,116.637123,40.324272,,101400,"北京市,怀柔区","北京,怀柔","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6BKVG2F4H2KWHBK5Z8P,f,52,2023-03-03 15:17:07.011798+08,2023-03-03 15:17:07.011798+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,平谷区,平谷,,110117,pg,pinggu,117.112335,40.144783,,101200,"北京市,平谷区","北京,平谷","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6BNMZQKY3QR50GDHXV1,f,53,2023-03-03 15:17:07.012972+08,2023-03-03 15:17:07.012972+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,密云区,密云,,110228,my,miyun,116.843353,40.377361,,101500,"北京市,密云区","北京,密云","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6CHG9PDN20A7G3HSNZ9,f,54,2023-03-03 15:17:07.014074+08,2023-03-03 15:17:07.014075+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT66YKJTK652JWVJHYWSE,延庆区,延庆,,110229,yq,yanqing,115.985008,40.465324,,102100,"北京市,延庆区","北京,延庆","",区,f,t,f,f,"",01GSWGT66YKJTK652JWVJHYWSE
01GSWGT6CMM7049B0A27H2RGQ5,f,55,2023-03-03 15:17:07.015171+08,2023-03-03 15:17:07.015171+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,和平区,和平,,120101,hp,heping,117.195908,39.118328,,300000,"天津市,和平区","天津,和平","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6CQQ6DFYVW2JVXJY19K,f,56,2023-03-03 15:17:07.016306+08,2023-03-03 15:17:07.016306+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,河东区,河东,,120102,hd,hedong,117.22657,39.122124,,300000,"天津市,河东区","天津,河东","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6CT5ZH3TKA1K9NNCYTV,f,57,2023-03-03 15:17:07.017333+08,2023-03-03 15:17:07.017333+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,河西区,河西,,120103,hx,hexi,117.217537,39.101898,,300000,"天津市,河西区","天津,河西","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6CXYSJEZZ25SFRN81JZ,f,58,2023-03-03 15:17:07.018353+08,2023-03-03 15:17:07.018353+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,南开区,南开,,120104,nk,nankai,117.164146,39.120476,,300000,"天津市,南开区","天津,南开","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6D1HGR1PSA50WHNG9JJ,f,59,2023-03-03 15:17:07.019394+08,2023-03-03 15:17:07.019394+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,河北区,河北,,120105,hb,hebei,117.190186,39.125595,,300000,"天津市,河北区","天津,河北","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6D414T4RK46EBHDPB0X,f,60,2023-03-03 15:17:07.022007+08,2023-03-03 15:17:07.022007+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,红桥区,红桥,,120106,hq,hongqiao,117.1633,39.175068,,300000,"天津市,红桥区","天津,红桥","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6D75HS8DEYJDGEVWYW4,f,61,2023-03-03 15:17:07.023372+08,2023-03-03 15:17:07.023372+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,东丽区,东丽,,120110,dl,dongli,117.313965,39.087765,,300000,"天津市,东丽区","天津,东丽","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6D9N91X0TWKE57Q4SEG,f,62,2023-03-03 15:17:07.025146+08,2023-03-03 15:17:07.025146+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,西青区,西青,,120111,xq,xiqing,117.012245,39.139446,,300000,"天津市,西青区","天津,西青","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DC9CXR3B95C1HMVPMX,f,63,2023-03-03 15:17:07.026354+08,2023-03-03 15:17:07.026354+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,津南区,津南,,120112,jn,jinnan,117.382545,38.989578,,300000,"天津市,津南区","天津,津南","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DE8JDD5YJPHB79CJBV,f,64,2023-03-03 15:17:07.027526+08,2023-03-03 15:17:07.027526+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,北辰区,北辰,,120113,bc,beichen,117.134819,39.225555,,300000,"天津市,北辰区","天津,北辰","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DKKBJV2W324CTK8NAT,f,65,2023-03-03 15:17:07.028628+08,2023-03-03 15:17:07.028628+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,武清区,武清,,120114,wq,wuqing,117.057961,39.376926,,301700,"天津市,武清区","天津,武清","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DPXF59DTT31TB1B9FA,f,66,2023-03-03 15:17:07.029721+08,2023-03-03 15:17:07.029721+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,宝坻区,宝坻,,120115,bc,baochi,117.30809,39.716965,,301800,"天津市,宝坻区","天津,宝坻","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DSHANWKZESG8GJDC2K,f,67,2023-03-03 15:17:07.030782+08,2023-03-03 15:17:07.030782+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,滨海新区,滨海新区,,120116,bhxq,binhaixinqu,117.7146,39.004204,,300450,"天津市,滨海新区","天津,滨海新区","","",f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DWF6GFZYVXSGTBZYVE,f,68,2023-03-03 15:17:07.031894+08,2023-03-03 15:17:07.031894+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,宁河区,宁河,,120221,nh,ninghe,117.828278,39.328888,,301500,"天津市,宁河区","天津,宁河","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6DYAZWZ1YVVFAYX1W6A,f,69,2023-03-03 15:17:07.033492+08,2023-03-03 15:17:07.033492+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,蓟州区,蓟州,,120223,jz,jizhou,0,0,,,"天津市,蓟州区","天津,蓟州","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6E34H7GJXPTQHVCPPFS,f,70,2023-03-03 15:17:07.034613+08,2023-03-03 15:17:07.034613+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT671R36DJKZPSHQCMFPB,静海区,静海,,120225,jh,jinghai,116.925301,38.935669,,301600,"天津市,静海区","天津,静海","",区,f,t,f,f,"",01GSWGT671R36DJKZPSHQCMFPB
01GSWGT6E608EV11QHQ0ZJ6NQF,f,71,2023-03-03 15:17:07.035691+08,2023-03-03 15:17:07.035691+08,,t,1,3,3,4,t,01GSWGT66SN259NQ5DEVENTFDZ/01GSWGT674E68279ME9C0K02MQ,黄浦区,黄浦,,310101,hp,huangpu,121.490318,31.222771,,200000,"上海市,黄浦区","上海,黄浦","",区,f,t,f,f,"",01GSWGT674E68279ME9C0K02MQ
